ResourceID,Period Name,Period Name Use Type,Period Name Currency Type,Alternative Name,Alternative Name Use Type,Alternative Name Currency Type,Period Description,Period Description Type,Period Type,Earliest Possible Start Date,Latest Possible End Date,Parent Period,Geospatial Coordinates
cfd7894a-b8a7-4f1e-8853-4b2d6d292efa,Late 7th Century,Primary,Current,Late 7th Century CE,Alternative,Current,The latter part of the seventh century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,667,700,"[{""resourceId"": ""88aa090b-7607-4748-b4cc-4b0af60a4fad"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
d0208e63-236b-46ba-882d-4780381db674,18th Century,Primary,Current,18th Century CE,Alternative,Current,The eighteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1701,1800,,
d0338a80-3a6e-429f-b02c-e8c2cbebe669,Iron Age,Primary,Current,,,,This period follows on from the Bronze Age and is characterized by the use of iron for making tools and monuments such as hillforts and oppida. The Iron Age is taken to end with the Roman invasion.,Full,Technological Period,-800,43,"[{""resourceId"": ""826b0bd1-2a48-42ea-a231-f70c176e6f1d"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
d0e92c64-8e5d-4cee-867c-32b8b9c03ae8,Late Bronze Age,Primary,Current,,,,The third and latest subdivision of the Bronze Age.,Full,Technological Period,-1200,-700,"[{""resourceId"": ""2932661b-0748-40ee-9d20-7a9a44e7da59"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
d346baf3-76a8-4b3e-9c65-bdfa538f0a37,Georgian,Primary,Current,Hanoverian,Alternative,Current,"Dating to or characteristic of the reigns of any of the first four kings of Great Britain called George. The period is often extended to include the short reign of William IV (1830-1837), although this extended definition can also be referred to as 'Hanoverian'.",Full,Political Period,1714,1837,"[{""resourceId"": ""132631f4-aeef-4877-ac78-337f357eb15a"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
d60dff61-8e36-4408-836e-aa4beea47919,8th Century,Primary,Current,8th Century CE,Alternative,Current,The eighth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,701,800,,
d7692fb9-e860-46d2-acfb-4aeb3af0f4fb,Uncertain,Primary,Current,,,,Catch all for uncertain period allocations,Full,Historic Period,,,,
d92490dc-e564-461d-85ce-41a6f9571c2a,Early 12th Century,Primary,Current,Early 12th Century CE,Alternative,Current,The early part of the twelfth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1101,1132,"[{""resourceId"": ""bb53e174-5079-4c39-81f7-d2d64dd4408b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
d99d4891-9d5f-49f9-9fcb-ff5ce20a812a,Late Pleistocene,Primary,Current,,,,The last of three subdivisions of the Pleistocene Epoch.,Full,Geological Period,-124000,-9800,"[{""resourceId"": ""ee796633-6926-41de-98b4-06e098ee9830"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
da8f772b-55c5-4fd1-9d1f-9734848de04e,Early 17th Century,Primary,Current,Early 17th Century CE,Alternative,Current,The early part of the seventeenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1601,1632,"[{""resourceId"": ""7b699488-b712-443b-b43f-23d47e5e773c"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
da9c8337-ca1b-4217-9982-9e7e48b583e8,Roman Conquest of Britain,Primary,Current,,,,"The period encompassing the military campaigns which together comprised the Roman Conquest of Britain, beginning in 43 AD under the Emperor Claudius with the invasion led by Aulus Plautius against the Catuvellauni, and ending with the formal establishment of Britannia's northern border along the Stanegate road between Corbridge and Carlisle in 87 AD. Use only for Heritage Assets directly related to this military campaign.",Full,Historic Period,43,87,"[{""resourceId"": ""17a25c50-799d-4ea7-bd0f-0994e30c1f63"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
dc3e8669-b6f4-4c15-a61e-2afb2514de16,Upper Palaeolithic,Primary,Current,,,,The third and last subdivision of the Palaeolithic or Old Stone Age; characterized by the development of projectile points made from bony materials and the development of fine blade flint tools.,Full,Technological Period,-40000,-10000,"[{""resourceId"": ""509fc0ea-c0c5-41f6-844f-465f89cbed1b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
dce82930-30a2-4065-8d81-f7235aea1e0b,20th Century,Primary,Current,20th Century CE,Alternative,Current,The twentieth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar. Previously recorded as 'Modern'.,Full,Century,1901,2000,,
dd9d241b-55ff-4016-9407-7ab5882e81ae,Mid 6th Century,Primary,Current,Mid 6th Century CE,Alternative,Current,The middle part of the sixth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,533,566,"[{""resourceId"": ""39f57091-7290-439d-8826-028bd9207192"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
ddd503bf-2ef2-4076-829d-583aa5fc7f7c,First World War,Primary,Current,,,,"Used to record buildings, defensive monuments and sites dating to, and associated with, the First World War. For other types of building, such as houses, built during this period use EARLY 20TH CENTURY.",Full,Historic Period,1914,1918,"[{""resourceId"": ""dce82930-30a2-4065-8d81-f7235aea1e0b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
de51e748-d4da-4a00-ac84-0f94b4617eee,Early 4th Century,Primary,Current,Early 4th Century CE,Alternative,Current,The early part of the fourth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,301,332,"[{""resourceId"": ""94cb884b-c1e0-4d52-9dbc-9a47326abbac"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e2af9629-b5fd-4393-a9c3-1f4d1745405d,Beestonian,Primary,Current,,,,"An Early Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a cold (glacial) interval, followed by the Cromerian.",Full,Geological Period,-1780000,-860000,"[{""resourceId"": ""ce69b6ce-038a-4b9b-876b-4c024bac29b1"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e6bb2f0e-2bdf-408d-bd79-89e3c2aece1e,13th Century,Primary,Current,13th Century CE,Alternative,Current,The thirteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1201,1300,,
e6c2edbb-8636-4ab5-bcd4-036242aa985b,Late 13th Century,Primary,Current,Late 13th Century CE,Alternative,Current,The latter part of the thirteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1267,1300,"[{""resourceId"": ""e6bb2f0e-2bdf-408d-bd79-89e3c2aece1e"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e70d3de0-2c54-4ac2-b2ab-1b51064ac042,Boudican Revolt,Primary,Current,,,,"Relating to the revolt against Roman rule led by Boudica of the Iceni tribe, which led to the razing of Camulodunum (Colchester), Londinium (London) and Verulamium (St Albans) before the Romans, led by Gaius Suetonius Paulinus, defeated Boudica's forces in battle at an unknown location along the course of Watling Street.",Full,Historic Period,60,61,"[{""resourceId"": ""17a25c50-799d-4ea7-bd0f-0994e30c1f63"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e735f2c9-3847-49dc-aa61-d6ea6c1ee1b9,Mid 16th Century,Primary,Current,Mid 16th Century CE,Alternative,Current,The middle part of the sixteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1533,1566,"[{""resourceId"": ""eca63529-41f0-4eb8-abd3-e0733a63583c"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e873f126-cb15-4dc9-a850-aed542f497e0,Late 10th Century,Primary,Current,Late 10th Century CE,Alternative,Current,The latter part of the tenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,967,1000,"[{""resourceId"": ""cbc16260-cc04-44c6-a766-100d14e71659"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
e88f9e0f-36cc-4f3a-b771-9f1aa71572ce,Late Iron Age,Primary,Current,,,,The third and latest subdivision of the Iron Age.,Full,Technological Period,-100,43,"[{""resourceId"": ""d0338a80-3a6e-429f-b02c-e8c2cbebe669"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
eca63529-41f0-4eb8-abd3-e0733a63583c,16th Century,Primary,Current,16th Century CE,Alternative,Current,The sixteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1501,1600,,
ed2c7274-842c-4f58-93c6-413dadfb2db8,Mid 1st Century,Primary,Current,Mid 1st Century CE,Alternative,Current,The middle part of the first century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,33,66,"[{""resourceId"": ""70f79d9f-8349-49fb-b95d-1b85ec7c6d35"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
ee796633-6926-41de-98b4-06e098ee9830,Pleistocene,Primary,Current,,,,The first of the two epochs of the Quaternary Period.,Full,Geological Period,-2580000,-9800,"[{""resourceId"": ""5756b2e9-b0cf-4163-9e11-eca79e9fe325"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
efb0bb74-47cd-4a3d-a572-98a1998819d2,Late 17th Century,Primary,Current,Late 17th Century CE,Alternative,Current,The latter part of the seventeenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1667,1700,"[{""resourceId"": ""7b699488-b712-443b-b43f-23d47e5e773c"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
f454d9df-142a-4cbe-8d5c-63ed1024dab0,Early Medieval,Primary,Current,Anglo-Saxon,Alternative,Current,"This dates from the breakdown of Roman rule in Britain to the Norman invasion in 1066 and is to be used broadly for monuments of post Roman, Saxon and Viking date. Use more specific term where known.",Full,Historic Period,410,1066,,
f4c960b6-7c90-4dab-8538-de2633a3f362,Mid 2nd Century,Primary,Current,Mid 2nd Century CE,Alternative,Current,The middle part of the second century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,133,166,"[{""resourceId"": ""b5b57de4-0a34-4c50-89a4-e65d582ddc39"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
f7865ecb-4530-4f82-8407-34a28130511c,Middle Iron Age,Primary,Current,,,,The second subdivision of the Iron Age.,Full,Technological Period,-400,-100,"[{""resourceId"": ""d0338a80-3a6e-429f-b02c-e8c2cbebe669"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
fd556133-74e0-47ef-9dae-0f15a7979879,Mid 19th Century,Primary,Current,Mid 19th Century CE,Alternative,Current,The middle part of the nineteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1833,1866,"[{""resourceId"": ""972759f7-7c81-4ea6-bbfa-a76f8a955d25"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
fde507af-5d1e-462f-a357-ff6c777e50b9,Mid 8th Century,Primary,Current,Mid 8th Century CE,Alternative,Current,The middle part of the eighth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,733,766,"[{""resourceId"": ""d60dff61-8e36-4408-836e-aa4beea47919"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
ff87fcae-84f1-4e60-8c26-a7d14e81b992,Late 20th Century,Primary,Current,Late 20th Century CE,Alternative,Current,The latter part of the twentieth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1967,2000,"[{""resourceId"": ""dce82930-30a2-4065-8d81-f7235aea1e0b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
